Tweet_ID,tweet,type
ID_064TXO9G,want me. I remember a few years later I decided to talk to him about it and he told me that he didn’t even know he raped me 🙄. Then proceeded to say that he didn’t know I was a virgin because I never told anyone I was. And the fact that many people that know me and him knows,sexual_violence
ID_066W5Q6R,it was inspect elemented retard and he talked abt someone sister getting raped and he told me to kill myself and called me a white cracker and said my parents should stab me in the heartt and im a failed abortion. Ur tweeting abt tsomething u dont even iknow the story behind,sexual_violence
ID_067NYAFH,dear Jon replied when l wrote him before he retired. Of course winning the life lottery being born a white male he wasn’t too concerned about the gross miscarriage of justice perpetrated upon me in Melbourne by the old boys club at the top end of town raped then robbed,sexual_violence
ID_068F8CH0,"ANONYMOUS SENDER  Hey Cookie,  I was raped by my step father when I was 5 years old until I got to 12 years old. He would come into my room at night and have sex with me then tell me if I ever tell my mother she…",sexual_violence
ID_068T72RA,tw/ ? idk im just venting   after i posted that thing ppl have been coming into my dms telling me that during our friendship where he physically and mentally abused me he was apparently talking shit about me behind my back as if he wasnt the one who borderline raped me lmfao,sexual_violence
ID_069NARYW,"🤷🏾‍♀️🤣Yep, ironically my black card and cook out invitation has almost been revoked twice. It will be just my luck my future husband is an HP junkie. In my defense I have given the series a chance. It just doesn’t do it for me.",Physical_violence
ID_06A0SOZ3,"How about men molesting underaged girls, someone has raped me because he was drunk do you know what I was wearing? A jean and a turtle neck top, some men are just rapist who cannot control their urge for sex, it’s not about your dressing",sexual_violence
ID_06BFJ60S,Wow thanks Ted for jumping into this because the replies to your tweet have educated me. I didn’t know he enslaved and raped children &amp; was responsible for genocide. Facts do matter,sexual_violence
ID_06D8C20I,Ommmgggg I had this blasting in my beats by Dre...This had me hype last night my husband was like damn wtf she listening too face 😂😂,Physical_violence
ID_06DDSAID,"Ditto! My ranking of crimes from worst first.  1)Pedophile 2)Murder 2a) Rape.  Every one of these crimes should get death as the sentence. This is why that last criminal who the cop shot in the back 7 times gets no sympathy from me, he raped the women. Too bad he survived.",sexual_violence
ID_06EXUMWA,"This is exactly why men don't trust women......... Just look at how casually she said ""he touched me, he raped me""",sexual_violence
ID_06FPURFY,Girl: “He raped me when I was 17 at the school parking-lot”  Me:,sexual_violence
ID_06GLI7SR,"And misogyny isnt only men. Women hate women too. When I told my mom right after Dad raped me, she said, “If you didn’t flirt with him he wouldn’t do it.” I was 13. I hadn’t remembered my teenage brother and his creep friends gang raped me when I was 8-9yrs. Traumatic amnesia.",sexual_violence
ID_06KI6V1N,"Trump rapes them with known pedophiles, says he would date his own daughter and raped her mom.  ",sexual_violence
ID_06L1363H,"The wife choosing to obey scripture is reliant on the husband treating her the same way Christ treated the church. Am I going to submit to a man who beats me, rapes me, calls me names, or tries to micromanage my entire life? Heck no! That's not a marriage.",Physical_violence
ID_06LIS18Y,"I read this morning a comment:  this is like not pursuing justice for the man who raped your daughter in your house because he stopped raping her and walked out of your house. Same situation, it seems to me.",sexual_violence
ID_06N0H7F1,Yup Brandon took no for answer and left me with kyler. He raped me at 18 on Michigan street.,sexual_violence
ID_06N1ONJ7,I truly don't give a F....k about him. He raped women which is more than disgusting to me. He should rot in jail.,sexual_violence
ID_06O51JH2,pls tell me u don’t support trump he wants to kill my people and put them in cages he also raped kids and wants to date his daughter he also is racist and homophobic please don’t re-elect him u are NOT making the world a better place if u do please,sexual_violence
ID_06P3HAQQ,He signed lobotomy papers by psychiatry being paid off because Kelly sullivan rAped me in lionsgate hospital and had to pay a nurse fraudulent gift card visas to go first while I was out cold who wasn’t told I used to have hep c and that there is ten million p,sexual_violence
ID_06SE7LDB,"I wasn't a v-i-c-t-i-m even while I was being raped, aged 18yrs I taught a man consent while he was raping me, I am disgusted by the org called ""V-i-c-t-i-m"" support.  I made a gate with a high spec gate to protect ALL my female neighbours, women &amp; girls.",sexual_violence
ID_06T4OFUJ,"Oh wow, your poor mom. He never talked about any cases. I could tell something was wrong, so I asked. He normally wouldn’t tell me, but it was going to be in the news the next day. He said “I caught the rapist of a 2 yr old. I saw a 2 yr old in a bloody diaper from being raped.”",sexual_violence
ID_06V6BV8A,There was some nigga in the comments saying “wish that was me” shut the FUCK up   Thinking it’s hot to be raped by an entire village as a child is NOT it bro  Like there were literal victims in the comments and here he comes 😭😭😭,sexual_violence
ID_06WZ6FU2,"😂 Change starts with us Na both gender get this mentality  I no fit sha If I say a guy used me,there are several other things it means Not sex  When it is not that he raped me It was consensual na",sexual_violence
ID_06XUAFXA,wild to me that david was the one getting canceled and he wasn’t the person that raped the girl. he will be back soon and they’re gonna whine like the children they are lol,sexual_violence
ID_0702I5DZ,Me: you were drunk and I came from the mall and you thought I was cheating so you pulled me hair and questioned me then when I refused to have sex with you you forced yourself on me and punched me and slapped me. I just wanna know what did I do to you I loved you and you hit me,sexual_violence
ID_0712J50T,"Yeah, he raped me earlier this year. I won’t stay quiet tho. I want people to see what type of predator he is.",sexual_violence
ID_073MLOLT,"Does your rapist ex know he’s a rapist ex? Have you told him? — i’m sorry, what?? how would he not know he’d raped me when i was literally unconscious the whole time??   ",sexual_violence
ID_073WQGNC,I told this white guy on Facebook about Trump raping children he told me that he didn’t care and that he didn’t care if Trump fucked 900 women as if I didn’t just tell him that he raped children,sexual_violence
ID_074BKCYQ,"My neighbours wife told me that the next time her husband beats her again, she'd pretend to faint   So here I am, at 12:00am trying to revive a fake fainter instead of sleeping  Women are scum 😳",Physical_violence
ID_076FO9LP,Oh practice! Play the computer online and you'll learn fast! I love it and didn't learn until adulthood. My husband taught me and still beats me all the time but he's really good!,Physical_violence
ID_076LPV7S,"Its suspicious. Reminds me of college girls who suddenly remember they were raped during freshman year, 1 day before NCAA National championship. If a 19 year old man rapes someone he gets 30 years in adult prison. If a 19 year woman fucks a freak she is treated like a child.",sexual_violence
ID_078XA6PN,"My husband beats and rapes me, I'm leaving my marriage ― Actress Bose Oladimeji | Valid Updates  ",Physical_violence
ID_07C0WK81,"It’s sad because he’s not the only man to have ever raped me, just probably the one that took me the longest to get over. The few people I have talked to about him have told me the same thing happened to them.",sexual_violence
ID_07E6A8CW,"I always see in movies some teen who’s a rapist using daddy’s money to get away with it but if I was the father and my child raped multiple people, I would never defend him, to me, he wouldn’t be my son anymore, my son would be dead to me.",sexual_violence
ID_07EDWJRJ,"I'll tell you.   When I told them that a cop was one of the men who gang raped me, they had me declared Psychotic.   For the record he was actually shot (survived) by a cousin of mine last summer.",sexual_violence
ID_07F3OJNQ,"I met my first abuser in 2012, when I was 12, he was 15, we got to know each other over the years and became somewhat romantically involved with each other. He would constantly threaten suicide by overdosing on heroin, or oding on opiods. In 2016 he raped me and then disappeared.",sexual_violence
ID_07FB7J2G,Now he’s blocked again can people either block this guy or cut me out of communications with him! I don’t know whether or not I was raped as a baby but all of this nude baby image talk is seriously upsetting me because I flash back to my babysitter who I knew when I was 1yo.,sexual_violence
ID_07FN9DDI,If a nigga tell me I shouldn’t have said I just got out the shower that makes me think he’s done raped bitches and sexual harassed them before cause what????,sexual_violence
ID_07H79DED,"So what happened?   When I asked her about men, she told me that her only “relationship” had been with a man who’d kidnapped her while she was on a college vacation in New Orleans. He’d held her captive &amp; raped her repeatedly for five consecutive days. - The Body Keeps the Score",sexual_violence
ID_07HDKUKY,tw // mention of rape  - - “he literally killed ppl and raped her mom”  what do u want me to do abt that,sexual_violence
ID_07HGJOFB,"As a teenager, I accepted a ride home from a guy in summer school. He took me to an out-of-the-way place somewhere that wasn't home and basically raped me. (Digital penetration, meaning with his fingers, very harsh and not something I really consented to.)  Men are dangerous.",sexual_violence
ID_07IEJ8BR,I been wanting to say this for a while. 🤔  There’s queens out here speaking: “He had sex with my unconscious body.” 😟  Instead of   “He raped me.”😔  Because the lot of you blame the victim B E F O R E the rapist when she mentions she was drugged or drunk.,sexual_violence
ID_07IMXX1T,"Letter: I need help!: My husband calls me more than 30times in a day, frawns at me and even beats me when any ...  ",Physical_violence
ID_07JPRHYS,"This is like my third time reading this book. And the reaction is always so deep. There's something so profound about her saying it out loud. ""he raped me"".",sexual_violence
ID_07MFGPW3,"individuals life but their whole families .Many families have been torn apart , killed and deported since trump has been in office . Not only has he treated pur race as if we are animals but he and his fellow employees has raped VARIOUS children .It fills me with disgust and rage",sexual_violence
ID_07Q6B2GN,He raped me in the lounge of my father’s house. Please shut up.,sexual_violence
ID_07RMDNW5,"It happened FOR you to be aware of what you were surrounded by. Trust me the enslaved had to serve massa without having a choice knowing he whipped, raped, and lied to them daily.  Racism up close is the American way...it’s just taken a new form in the workplace.",sexual_violence
ID_07TU74WQ,Love Mario Kart! I've been playing it with my husband at Dave and Buster's. I use to beat him now he beats me mostly.,Physical_violence
ID_07WJ9ZB1,"He cheated on his ex before me too (not with me) and also raped both of us, as well as two girl who considered him their friend so.. he's not exactly the nicest of people 🤷‍♀️",sexual_violence
ID_07WU62K3,He raped somebody actually which makes me sick,sexual_violence
ID_07Y2LNPP,Muhammed raped me. He is a vile human,sexual_violence
ID_080NVQQM,Nobody believed me when I said he raped me even after he admitted to it in messages. Prosecutors told me I wouldn’t win,sexual_violence
ID_0810SHMC,Our night time devotion we've been reading the book of Judges. Chapter 20 strikes me. His wife was raped and killed and he took Israel to war because of that wickedness. Now that's a type of battle I like,sexual_violence
ID_083IQSWM,Oh who else told me ... Bhakt In india muslims are butchered dalit are killed womens are raped in a day light sikhs are being killed and treated like 3 class citizens... Everyone have to chant Modi k jaiy hu otherwise he wil be butchered.. Tell me ur caste .. Are u dalit？,sexual_violence
ID_084PAL2E,"That Obesere video, where he said ""Issue lof raped"".... Can someone please send it to me?",sexual_violence
ID_088WOONR,"That’s what’s so sad to me. How did publishers/pastors not see how bad this is?  In The Act of Marriage, Tim LaHaye tells a story of a husband who has raped his wife all through their marriage because she hates sex (wonder why)?   He calls him “equally unhappy” as his rape victim",sexual_violence
ID_08952VE1,I know it’s mean and fans will hate me but I kinda hope Abby treats Chad the way he treated her after Stefan raped Abby.  Can we hope Gwen slept with Charlie at some point? She liked talking to him. The storyline is just so ridiculous you just want to stop watching,sexual_violence
ID_089BMOPV,Lmao. Everybody says about respect for Floyd. You earn respect. He raped women didn’t he. He robbed didn’t he. He stole didn’t he. He had a rap sheet a mile long. Where’s all the respect coming from. ????,sexual_violence
ID_08A3G5RD,Days later he messages me bout I'm acting as if he raped me... I blocked him.. he messaged me recently n I just lost it,sexual_violence
ID_08BG31HG,Husband Battery : My Wife Beats Me On Slight Provocation – Man Tells Court  ,Physical_violence
ID_08BU4DJB,"She’ll play the “he raped me” card and it’s finished for him.   He had better not be anywhere near her and if at all he has to see her, he had definitely not do it alone.",sexual_violence
ID_08C8EXKZ,"I was on birth control for health reasons and I was raped after he drugged me without my consent.   But sure, doesn’t exist in your world. Just like how you think birth control works 100% of the time.",sexual_violence
ID_08CN1OKJ,indeed mark thought i'd be with him and beat and smacked me.  he indeed even raped me then beat me up so I smacked his wife who is from africa.,sexual_violence
ID_08D03WYX,I was raped by Tony &amp; John Podesta.  Since turning to THE LORD I have learned why this came to be.  If this didn't happen I would be lost to this Satanic system my grandfather helped to create while in the CIA.  Because of my suffering he opened up and told me everything he knew.,sexual_violence
ID_08E1KSMY,"She just went ""i cant tell anyone that I've been raped or else my senpai will not like me anymore"". The audacity🤡 i hate this. taguna punya pompuan. and now the guy is suffering of insults and shame he received from everyone without knowing the truth🤡",sexual_violence
ID_08F97OAQ,he raped me arrest now now now,sexual_violence
ID_08HDO24X,"I fucked him in 2018 beginning of 2019 before I knew the person he was, and he raped me a year after that when I made it clear I no longer wanted to engage in sexual activities with him, I don’t owe you an explanation but here it is.",sexual_violence
ID_08I7FVYY,"And I saw Dan Silver at the apartment, a Utah dork I had problems with in Idaho at Rick's college who was a weird, bisexual roommate who had the anarchist cookbook, drugged me, I'm pretty sure he is the one that raped me, talked about how his father was a child molester and he",sexual_violence
ID_08IOT3XS,I'm not defending him I'm just making the point that girls are like I love him then hear this and go he raped me. Even if he groomed you you still consented at the time and were of age. Just cuz your regret it now doesn't make it rape. Regardless of that tho it he's still wrong,sexual_violence
ID_08K42EBS,Okay i can make one saying you raped me but that doesn't make it true does it? Was he convicted? No? Innocent until proven guilty. Stop being a sheep and think for yourself. So much heard mentality going on the hateful left its disgusting.,sexual_violence
ID_08MODNYH,So if a financially destitute man raped me should I be satisfied that he is financially destitute?,sexual_violence
ID_08OYD6PO,"italy trash man: ""In Verona you would be raped""   Dayane: “As a woman, I didn't take it much into consideration. It’s a matter of ignorance. It was he who made a horrible figure, not me. It didn't hurt me at all” ",sexual_violence
ID_08PDYYOF,"Yeah, trump owned an escort service.  He still owns it but it’s now called Mistique companions.   20+ plus women sexually assaulted and raped.  And the Ivanka-trump gross thing.  Plz, your candidate has ZERO REDEEMING QUALITIES.   I don’t want him back! Door for me.",sexual_violence
ID_08PJL99X,i hope i don't grow up into more abuse..if my husband beats me ill prolly just shoot myself.,Physical_violence
ID_08PV7SQB,"Yes can someone explain that part to me... some stuff was confusing. Was that Laura in the truck, and was she getting roughed up over supplies, or raped? And I couldn’t BELIEVE he heard that and left 🏍🤷‍♀️",sexual_violence
ID_08RDJ0JH,I’m not even sure what the f this convo is about. Some pathetic POS daniel Walsh on this thread told me “I only like Biden bc I wish he raped me but I’m too fat” 1st I don’t like Biden but any1 better than trump &amp; 2 only a true piece of shit would speak like that which daniel Is,sexual_violence
ID_08S8OU7I,"Tonto Dikeh: My Husband Gave Me STD, Beats Me Up    ",Physical_violence
ID_08T17WNM,Probably...he has done it before. Its not that hard...  YOU SIR HAVE RAPED 12.67 kids...If say that in a room filled with people who love me and hate you thats a gg.,sexual_violence
ID_08TTVM05,QQ why do most girls say they were raped but won’t state names ?? Or like when the event of rape was happening why did they lie there I could never imagine a girl fighting a dude off and he still manages to get his meat inside you it confuses me...?,sexual_violence
ID_08UEX6EB,Since you clearly don't understand my tweet let me explain🙂. statutory rape is when a CHILD under the age of 12 cannot consent to sex but that doesn't mean that anyone over that age cannot be raped hence why I said that there is a chance that he still raped those girls.,sexual_violence
ID_08UQSCFL,"Some guy tried to mansplain coercion to me when he kept pushing after I told him I wouldn’t give him a bj. As someone who has been raped four times, please, sir, tell me where my boundaries are",sexual_violence
ID_08V6QIAE,&amp; if I’m running an anonymous page like that. it’s to spread awareness so I’d prefer details. I’m not just gonna post something saying “he raped me and I’m sure someone else too” bc that’s bullshit to me. MY OPINION. now you fucking w someone’s reputation bc of what exactly?,sexual_violence
ID_08VWIMOV,So wait. He knows what’s happening in a woman’s toilet in News Corpse but not that Brittany was raped a stones throw from his office? Give me strength.,sexual_violence
ID_08W3GW55,Said “why would he cheat on me with you?” He didn’t cheat on you. He raped me.  My whole life I’ve been subjected to this. I’ve been shamed. I’ve been told I wasn’t believed.  I’ve thought I was safe and my boundaries were still crossed. But with this I’ve grown 13/,sexual_violence
ID_08ZNFDPL,Teen son: Don’t kill the honey bees living in the door frame! Husband: sprays bees Teen son: Don’t hurt the snake living under our front steps! Me: Beats snake with shovel Teen son: That is it. I’m not naming any of my future children after you! Is: Oookkkaaayyy,Physical_violence
ID_090FGT4F,You're proud of Jacob Blake?? ARE YOU FUCKING KIDDING ME?!?!?! HE RAPED AND ABUSED A 15 YR OLD GIRL! YOU ARE DISGUSTING POS! I HOPE YOU ROT IN HELL!,sexual_violence
ID_090XZZKM,My husband of thirty years beats me all the time. It's why we don't play chess anymore. 😄,Physical_violence
ID_0918QXS0,"I ended up blocking him and changing my phone number. A whole year goes by, and this boy has a new Instagram and follows me. I ignored it because ew wtf. He unfollows me. Then everything comes out about Naz, a local artist who has raped girls",sexual_violence
ID_092793L6,"“Nobody has done more for black and brown people than me. Except maybe Lincoln”...   Lincoln beat, raped, pillaged, and slaughtered black people. Yes he “freed” them. But he also owned them 🙃",sexual_violence
ID_093XQ67D,My wish for 2017 is my husband heart beats only for me and to our kids.  👪,Physical_violence
ID_093ZT0OW,"""I'd like to apologize for the bad thing I did. I've never publicly discussed it but I have ADHD, which makes it difficult for me to concentrate on being a good person. Also, pls support Joe Biden because he's only raped a few people not a bundle of them ok baiii.""",sexual_violence
ID_0942SA0R,LMFAO the day my husband beats me &amp; tries to throw me off a balcony will be the day I get finger printed.,Physical_violence
ID_09557EUM,"Up to 15 years, he did... with me ! Salman Khan raped Pooja Mishra continue 15 years... ! Says pooja through released a vedio on Facebook page of Bollywood Tamasha.",sexual_violence
ID_096NW3CU,Some women tend to feel ashamed having sex with someone for the first time in their first visit. They tend to see it as them looking useless. I think this is what this Bola give felt then changed everything to he raped me.,sexual_violence
ID_096VIMVY,Ok Sir..  😂😂😂😂 Let me defend the Ladies as I've been accused of doing otherwise.  All I can tell you is saying he raped her is what I don't agree to ...,sexual_violence
ID_09BHLJE1,"tw // sexual assualt , rape , abuse . . . i made an acc on this datign app and the guy who fucking raped me liked my profkike whY THE FUCK WOUKD HE SDO THISIM FREAKING THE FUCK OUT WHAT DOES HE WANT FROM ME  ",sexual_violence
ID_09C4OIQT,Saw girls video where she shows her tongue. She says Sandeep asked for sex and when I said No he tried to strangulate me. She was not raped as per FSI reports of Aligarh and Safdurjung post mortem.  Yogi should answer y was the body cremated in haste. Rest will come out in CBI iv,sexual_violence
ID_09DX2Q7T,"Read This: ""Woman Claims Armie Hammer Violently Raped Her for Four Hours: ‘I Thought That He Was Going to Kill Me’""  ",sexual_violence
ID_09E3H5SV,i blacked out. i don’t remember anything. i was raped. he stole my money too lmao. he knew how old i was. he fucking texted me all the next day talking about “meet my daughter”. fuckin weirdo.,sexual_violence
ID_09IOX654,"My Sister’s Husband Beats, Rapes Me Every Night, Girl Narrates Heartbreaking Story…    ",Physical_violence
ID_09KU1LSD,Hey where the part when he raped her forgetting you own false claim i said that where in hell is the hadith in which he raped her and for your conclusion i said when prophet pbuh died at that time Aisha ra was 18 and you need to learn more about islam then come and debate me.,sexual_violence
ID_09LRZ9Q1,"Thats not what he said and you know it . Also, you believe it when he said he didnt want people to panic?  This post is why I know and you know if he raped a child , you would still support him. Read it and tell me he doesn't want to panic anyone.  ",sexual_violence
ID_09LW65MC,"TW STALKING AND SEXUAL ASSAULT . . .AFAB non binary  Not only this, not only uncomfortable.  I was stalked by a male coworker for 6mos. He raped me three times. He threatened to harm and then to kill my partner if I told.",sexual_violence
ID_09MJWEYB,“The man who kidnapped and raped me...was not clinically psychotic or delusional. He was just an evil man.”  - Elizabeth Smart ,sexual_violence
ID_09NC0GU8,"After I was raped and found out I was pregnant,  I planned to abort the baby but couldn't go through with it, instead i went to the doctor and he told me i was having twins. I always wanted twin girls, I felt it was God letting me know everything was going to be ok",sexual_violence
ID_09NT6PWS,"'My Husband Is Dubious, Drinks And Beats Me Up', Nollywood Actress In Divorce Mess Reveals. There was a drama in...  ",Physical_violence
ID_09PBSKS8,The fact that my father told me he doesn't know how men can be sexually assaulted/raped is very concerning,sexual_violence
ID_09QRFDBP,"That’s true, a lot of intelligent people have advocated for a lot of truly disgusting beliefs. I haven’t read any of Sprinkle’s books on LGBTQ issues, but I’ve quite enjoyed his work on hell and violence. It saddens me to hear he said LGBTQ people are “raped into it.” Not good.",sexual_violence
ID_09RMGIX5,I aspire to be a good father. I aspire to be a good husband. My dream is to make 14 beats that are fire &amp; make me enough residues to pay off 4 years of college for my 2 kids.,Physical_violence
ID_09RNG0ZN,Jefferson? I know he raped his 14 year-old slave in Paris then raised his children with her as personal property. That's enough for me!,sexual_violence
ID_09WS71T3,CAP HE RAPED A GOAT *goat moans as Aaron flood enters the goat without permission* now mamacita if you looking for a man that has only kissed one girl come to me ,sexual_violence
ID_09XAI0E3,"I told a man who tried to kiss me to stop and to leave me alone. He followed me to my car, pushed me against it, and told me I was acting “like a girl who wanted to get raped.”",sexual_violence
ID_09XB1W0W,"This also says “In other words, he took advantage of me. He raped me of my N85m. Guys, I was raped! 😭😭😭”   My Gender tho! 🤦🏽‍♀️ Fear women oo!!",sexual_violence
ID_09XQGVT7,"“My wife beats me whenever I asked for anything” – Husband, 75, laments in court  ",Physical_violence
ID_09Y8GKKM,"My wife beats me at will, husband tells court READ MORE  ",Physical_violence
ID_09YCTYDE,"I'm in so much pain. Raped by the first person I fell in love with, lied to bu the person I lost my virginity to and then cheated on, a friend who said he'd always be there. They all took the side of my abuser in the end. My life was a lie. They stole my youth from me",sexual_violence
ID_09YU6GEU,What I hate is he raped me but keep me anonymous.. Wtf will u disgrace someone and fear to show urself,sexual_violence
ID_0A00MXYF,"Yep, dated one even. He raped me. I didn’t know it was rape at the time.",sexual_violence
ID_0A17PN91,so yesterday I blocked the guy who raped me when I was 7 years old on all social media accounts after he refused to acknowledge what he did and insisted that he doesn’t remember 🙃,sexual_violence
ID_0A17QZGV,"Rose doesn’t care about rape victims unless they were allegedly assaulted by a democrat.  All you political people make me sick.  I was raped when I was 12 years old and unlike Rose and Tara, I didn’t take a DIME of money because of my assault, I just made sure he was in jail.",sexual_violence
ID_0A1VFEP3,He reminds me of guys that say “she was dressed provocatively- she asked to get raped.” Or the ones that abuse and blame his own trigger words on her actions. “She made me do it.”,sexual_violence
ID_0A2WNAAT,Spell it with me; P E N J A R A K A N .    (1) he RAPED a person (2) korbannya dibawah umur (3) penyalahgunaan kekuasaan.,sexual_violence
ID_0A33W73G,"He raped me in his bestfriends house, in the basement. I was 14 or 15 and I thought he would go slow. He turned my ass around, pulled down my panties, bent my ass over the couch and proceeded to fuck me like a grown ass man (to my extreme agony) then left me on that couch (cont)",sexual_violence
ID_0A3DFN4Y,On the left is Clarence Moses who was imprisoned for 28 years because a white woman DREAMT that he raped her. On the right is Brock turner who only spent 6 months in jail after ACTUALLY raping a young woman. Tell me again how white privilege doesn’t exist🤔,sexual_violence
ID_0A3DYUAC,"OK, I'm awake after only 3 hours. For some damned fool reason, I dreamed I was sexually harassed and damn near raped by some moronic fitness freak who was an important customer of the company I worked for. He tried cooing at me, at first. When that didn't work, he grabbed me. ...",sexual_violence
ID_0A4GFO04,"I don’t get the biphobia. Why is he so pressed about it? It’s so annoying and judgy and that really destroyed book!malec for me. Also, CC is trash for insulting fans and trying to romanticize incest AND attacking show fans/saying Alec raped Magnus in the show.",sexual_violence
ID_0A5L4UJH,I've had near life death experiences. I'm grateful to the black man who raped me because he returned me home.,sexual_violence
ID_0A5M3YXH,"my husband gets me a new phone, dre beats &amp; treats me to Red Lobster. He sure knows how to put a smile on my face even when I'm sick👏😊",Physical_violence
ID_0A5TZZJV,"They can’t be both simultaneously true, as they conflict. Let me rephrase what you just wrote:  “Should the rapist murder be put in prison? Absolutely not.   Should he had raped and murder the poor woman? Absolutely not. “",sexual_violence
ID_0A62GRVI,No way the guy did that an like u said he came their multiple times and i believe that after part were they could have raped him after wards. Damn but he made me horny,sexual_violence
ID_0A6EQAM3,"I think nothing beats my husband’s reaction to this fic 😂 He’s sobbing, laughing, smiling, and spatting random suggestions and musings if this was us  Excuse me sir, but it’s ny twitter account so please don’t hog it",Physical_violence
ID_0A8044MB,"I'd told him to leave on Mon,he left.Kids fell apart,I puked loads,Sis-in-law insulted me in public.I caved last night& he's home",emotional_violence
ID_0A8XMEJR,"“On April 24, 2017, Armie Hammer violently raped me for over four hours in Los Angeles, during which he repeatedly slapped my head against a wall, bruising my face,” Effie told reporters. “He also committed other acts of violence against me to which I did not consent.”",sexual_violence
ID_0A9L4GD9,Innocent people are being slaughtered because of this grotesque excuse for a human. He should be too humiliated to show his face in public let alone act like this.  He makes me sick to my stomach daily.,emotional_violence
ID_0AB88JQR,Me:TREY I GOT FUCKING RAPED AM 19 AM GROWN YOU NOT MY DADDY GTF MD:YOU GOT WHAT Me:Nun Where my baby BJ:I got her Me:Okay can you help me set this up BJ:Okay Ff we was in my room he helped me fix ny baby thing so I don’t have to hold her our put her on the bed,sexual_violence
ID_0ACABJ4D,"My mum just told me a story a Keke guy narrated early in the morning. He said he saw a little girl tied to a pole and getting raped by three boys, when she went to dispose trash. He tried to approach them and they promised to kill him. They each took turns while he watched.",sexual_violence
ID_0ACXTA4O,Maybe because he fucken raped a 13 year old girl. Now reply to me and convince me he’s good you.,sexual_violence
ID_0AD3NBMS,Dude it looks like my husband beats me but let’s be honest I’m the one doing the beating in this relationship 😂😂,Physical_violence
ID_0ADBABUD,"Dumbf shez doin ur job...issue me kyu ghusna he..shez da one who jst dsnt wake up n gather at the gates of parliament only when a girl is raped nd killed ..every lyf matters k? U might also have a dad nd a bro or mom...it dsnt hv to b abt the ""daughter of India"" all da tym.Sickf",sexual_violence
ID_0ADPB4H0,Zaliyah! T~Z get back! Z~dad... ZD~ZALIYAH GET BACK!  I held the gun up at my dad and he looks surprised. ZD~honey. Z~why’d you do it? I know you did it... ZD~do what?! Z~you raped me..I know you did it.. ZD~WHAT?!  Z~you raped me..I’m gonna shoot you.. T~mamas stop..stop give it,sexual_violence
ID_0AF7712P,New post: My randy husband raped my cousin on our matrimonial bed…Beats me always  ,Physical_violence
ID_0AG47QJP,"Husband to court: My wife beats me often, separate us -  ",Physical_violence
ID_0AGTUO3E,"Nah.. It's very misleading to say once a lady says he raped me, mass beat a guy.. Don't forget who humans are... Every human has a right to a fair hearing",sexual_violence
ID_0AHJ4DYN,"tw / sexual assault , rape  i always feel like i’m exaggerating because the guy who raped me was my boyfriend at the time. but he didn’t ask for consent. he didn’t give me a choice. it wasn’t my fault.",sexual_violence
ID_0AI4ITSC,The scene where he lunges at Stella and beats the Out of her WOW. My husband and I dropped our jaws on the floor. He told me to rewind it because it happened so fast. He was fantastic in this.,Physical_violence
ID_0AIPU7I9,"Found it ⬇️ let me correct myself. He molested, not raped, first graders.  ",sexual_violence
ID_0AJ7CAKD,"Or the abuser doesnt get charged...my ex-boyfriend adbucted me,raped me,recorded it and held me captive for over 12 hours,and you wanna know what the prosecutor told me this week that they no longer need me and that he'll be charged with disorderly conduct",sexual_violence
ID_0ALZJXOR,"First place my buddy took me after I told him I was raped was to the chaplain. To the chaplains credit, he called the mental health people and they got me right in. Still ended my military career tho.",sexual_violence
ID_0ANRWTHC,The other day i saw 's wife Brigitte . She looks like his granny. I checked online and she is almost 70 years old. She was Macron's teacher and raped him when he was 15 years old. They told me it is normal in France?!?! What da fuck is dat mate??,sexual_violence
ID_0AOJVSAR,21 years ago today I was raped by a boyfriend who drugged me and attacked me after a party. Today is always really hard for me. He went to jail and he is gone now but the trauma doesn’t go away. Like many survivors anniversaries are just brutal so this meant the world,sexual_violence
ID_0AOL35PB,So because I wanted my crush to like me so when I went to his house because he invited me I asked to be raped,sexual_violence
ID_0APCI9O1,that one person. She doesn’t know (yet??) that the person was my teacher who raped me when I was 13 yo. And I don’t want the he does it to anyone else. My psychologist even booked a new appointment for this week but I feel so guilty about telling her. I guess I start a very long,sexual_violence
ID_0APS0HTV,He said “My Husband Beats Me 6”🤣🤣🤣🤣 I’m out!!,Physical_violence
ID_0AQH3NCQ,"Same thing happened with me &amp; my last ex-bf. Was raped when we were together &amp; he said it was my fault. Found out through my rape kit he also cheated on me when tests said I had chlamydia. I reported to my school, I wish I reported to police. But it probs would've ended the same.",sexual_violence
ID_0ASZX9GU,TRIGGER Warning   Breezy sat in my room and made me watch this sick video knowing that I have been raped.  He said he looks up to this man. I was triggered so bad I couldn’t breath. Honestly fuck GG Allin because and tuck anyone who doesn’t hold these men accountable.  ,sexual_violence
ID_0ATGTQHY,I had a very difficult job giving miscreants discipline and Jesus. Sure I had a man murdered and kept an innocent man in prison so he could handle my finances BUT I gave him a pie and kept him from being raped anymore! After everything he escaped and turned me in! Seriously AITA?,sexual_violence
ID_0AUFKEWE,His father raped the servant!!!!! And here he feels his father was brought low by accusations of a servant like wtff???? Are u kidding me rn??? Just🤮🤮🤮  ,sexual_violence
ID_0AUGO1D5,"Well, he allegedly raped someone and with the stuff he put out as evidence to debunk them made me believe the victim even more  ",sexual_violence
